date,competition,winner,winner_abbreviation,winner_gender,winner_qualifier,winner_id,winner_control,winner_knockdowns,winner_significant_strike_percentage,winner_significant_strikes,winner_significant_strikes_attempted,winner_submission_attempts,winner_takedown_percentage,winner_takedowns,winner_takedowns_attempted,winner_total_strike_percentage,winner_total_strikes,winner_total_strikes_attempted,loser,loser_abbreviation,loser_gender,loser_qualifier,loser_id,loser_control,loser_knockdowns,loser_significant_strike_percentage,loser_significant_strikes,loser_significant_strikes_attempted,loser_submission_attempts,loser_takedown_percentage,loser_takedowns,loser_takedowns_attempted,loser_total_strike_percentage,loser_total_strikes,loser_total_strikes_attempted,final_round,final_round_length,method,scheduled_length,weight_class,strike_accuracy_diff ,total_strike_accuracy_diff  ,knockdowns_diff,takedown_accuracy_diff,takedowns_diff,submission_attempts_diff
2022-06-04,UFC Fight Night: Volkov vs. Rozenstruik,"Molina, Jeffrey",MOL,male,home,sr:competitor:736601,00:14,0,37.84,56,148,0,0.0,0,0,57.08,129,226,"Zhumagulov, Zhalgas",ZHU,male,away,sr:competitor:723647,05:32,0,33.04,37,112,0,15.38,2,13,46.58,68,146,3,5:00,decision_split,3,flyweight(116-125),4.800000000000004,10.5,0,-15.38,-2,0
2022-06-04,UFC Fight Night: Volkov vs. Rozenstruik,"Gravely, Tony",GRA,male,home,sr:competitor:614474,00:03,1,33.33,5,15,0,0.0,0,0,37.5,6,16,"Munoz Jr, Johnny",MUN,male,away,sr:competitor:733779,0:00,0,28.57,2,7,0,0.0,0,1,28.57,2,7,1,1:08,ko_tko,3,bantamweight(126-135),4.759999999999998,8.93,1,0.0,0,0
2022-06-04,UFC Fight Night: Volkov vs. Rozenstruik,"Saint-Denis, Benoit",SAI,male,home,sr:competitor:844376,05:44,0,80.0,8,10,2,60.0,3,5,85.42,41,48,"Stolze, Niklas",STO,male,away,sr:competitor:341704,0:00,0,78.57,11,14,1,0.0,0,0,86.96,20,23,2,1:32,submission,3,lightweight(146-155),1.4300000000000068,-1.539999999999992,0,60.0,3,1
2022-06-04,UFC Fight Night: Volkov vs. Rozenstruik,"Jackson, Damon",JAC,male,home,sr:competitor:686297,10:25,0,60.38,32,53,1,50.0,2,4,66.2,47,71,"Argueta, Daniel",ARG,male,away,sr:competitor:905473,02:44,0,45.76,27,59,0,33.33,1,3,73.05,103,141,3,5:00,decision_unanimous,3,featherweight(136-145),14.620000000000005,-6.849999999999994,0,16.67,1,1
2022-06-04,UFC Fight Night: Volkov vs. Rozenstruik,"Solecki, Joseph",SOL,male,home,sr:competitor:599872,04:51,0,40.24,33,82,3,25.0,1,4,63.19,91,144,"Da Silva, Alex",DA,male,away,sr:competitor:567143,05:55,1,46.05,35,76,0,0.0,0,0,56.25,54,96,3,5:00,decision_majority,3,lightweight(146-155),-5.809999999999995,6.939999999999998,-1,25.0,1,3
2022-06-04,UFC Fight Night: Volkov vs. Rozenstruik,"Kowalkiewicz, Karolina",KOW,female,away,sr:competitor:237726,03:10,0,66.67,82,123,2,0.0,0,2,69.86,102,146,"Herrig, Felice",HER,female,home,sr:competitor:273545,00:01,0,45.08,55,122,0,0.0,0,2,46.83,59,126,2,4:01,submission,3,strawweight(106-115),21.590000000000003,23.03,0,0.0,0,2
2022-06-04,UFC Fight Night: Volkov vs. Rozenstruik,"Menifield, Alonzo",MEN,male,home,sr:competitor:449099,04:19,0,86.36,19,22,0,66.67,2,3,93.22,55,59,"Mozharov, Askar",MOZ,male,away,sr:competitor:791334,0:00,0,18.18,2,11,0,0.0,0,0,55.0,11,20,1,4:40,ko_tko,3,light_heavyweight(186-205),68.18,38.22,0,66.67,2,0
2022-06-04,UFC Fight Night: Volkov vs. Rozenstruik,"Osbourne, Ode",OSB,male,home,sr:competitor:599890,00:03,1,46.67,7,15,0,0.0,0,0,46.67,7,15,"Adashev, Zarrukh",ADA,male,away,sr:competitor:511382,0:00,0,53.85,7,13,0,0.0,0,0,53.85,7,13,1,1:01,ko_tko,3,flyweight(116-125),-7.18,-7.18,1,0.0,0,0
2022-06-04,UFC Fight Night: Volkov vs. Rozenstruik,"Silva, Karine",SIL,female,away,sr:competitor:847512,00:47,0,25.0,17,68,1,100.0,1,1,30.67,23,75,"Botelho, Poliana",BOT,female,home,sr:competitor:382930,0:00,0,73.08,19,26,0,0.0,0,0,73.08,19,26,1,4:55,submission,3,flyweight(116-125),-48.08,-42.41,0,100.0,1,1
2022-06-04,UFC Fight Night: Volkov vs. Rozenstruik,"Almeida, Lucas",ALM,male,away,sr:competitor:820066,02:13,2,49.34,75,152,0,0.0,0,0,54.97,94,171,"Trizano, Michael",TRI,male,home,sr:competitor:458483,01:43,1,50.0,31,62,0,0.0,0,0,56.76,42,74,3,0:55,ko_tko,3,featherweight(136-145),-0.6599999999999966,-1.7899999999999991,1,0.0,0,0
2022-06-04,UFC Fight Night: Volkov vs. Rozenstruik,"Evloev, Movsar",EVL,male,away,sr:competitor:567139,06:47,0,52.71,68,129,0,56.25,9,16,67.61,144,213,"Ige, Dan",IGE,male,home,sr:competitor:539711,00:10,0,39.62,42,106,0,0.0,0,0,41.23,47,114,3,5:00,decision_unanimous,3,featherweight(136-145),13.090000000000003,26.380000000000003,0,56.25,9,0
2022-06-04,UFC Fight Night: Volkov vs. Rozenstruik,"Volkov, Alexander",VOL,male,home,sr:competitor:542161,0:00,0,56.76,21,37,0,0.0,0,0,56.76,21,37,"Rozenstruik, Jairzinho",ROZ,male,away,sr:competitor:542143,0:00,0,33.33,6,18,0,0.0,0,0,33.33,6,18,1,2:12,ko_tko,5,heavyweight(206-265),23.43,23.43,0,0.0,0,0
2022-07-23,UFC Fight Night - London,"Dalby, Nicolas",DAL,male,away,sr:competitor:250157,04:17,0,48.94,46,94,1,100.0,1,1,54.39,62,114,"Silva, Claudio",SIL,male,home,sr:competitor:441614,07:17,0,52.38,11,21,0,33.33,4,12,77.97,46,59,3,5:00,decision_unanimous,3,welterweight(156-170),-3.440000000000005,-23.58,0,66.67,-3,1
2022-07-23,UFC Fight Night - London,"Leonardo, Victoria",LEO,female,away,sr:competitor:497596,07:06,0,35.45,39,110,0,33.33,2,6,51.2,85,166,"Bohm, Mandy",BOH,female,home,sr:competitor:497652,00:55,0,55.91,52,93,1,0.0,0,1,66.94,83,124,3,5:00,decision_unanimous,3,flyweight(116-125),-20.459999999999994,-15.739999999999995,0,33.33,2,-1
2022-07-23,UFC Fight Night - London,"Herbert, Jai",HER,male,home,sr:competitor:306492,05:57,0,56.25,36,64,0,0.0,0,1,72.41,84,116,"Nelson, Kyle",NEL,male,away,sr:competitor:525475,03:06,0,66.13,41,62,0,0.0,0,4,71.43,55,77,3,5:00,decision_unanimous,3,lightweight(146-155),-9.879999999999995,0.9799999999999898,0,0.0,0,0
2022-07-23,UFC Fight Night - London,"Mokaev, Muhammad",MOK,male,home,sr:competitor:871341,11:44,0,41.38,12,29,0,46.15,12,26,59.26,32,54,"Johnson, Charles",JOH,male,away,sr:competitor:894241,00:27,0,54.55,12,22,0,0.0,0,0,84.52,71,84,3,5:00,decision_unanimous,3,flyweight(116-125),-13.169999999999995,-25.259999999999998,0,46.15,12,0
2022-07-23,UFC Fight Night - London,"Pearce, Jonathan",PEA,male,away,sr:competitor:599882,04:46,0,80.36,90,112,0,80.0,4,5,80.9,144,178,"Amirkhani, Makwan",AMI,male,home,sr:competitor:245449,01:25,0,50.0,11,22,0,42.86,3,7,52.17,12,23,2,4:10,ko_tko,3,featherweight(136-145),30.36,28.730000000000004,0,37.14,1,0
2022-07-23,UFC Fight Night - London,"Wood, Nathaniel",WOO,male,home,sr:competitor:542167,01:25,0,61.01,97,159,0,100.0,1,1,61.45,102,166,"Rosa, Charles",ROS,male,away,sr:competitor:326991,00:52,0,30.54,51,167,1,22.22,2,9,31.76,54,170,3,5:00,decision_unanimous,3,featherweight(136-145),30.47,29.69,0,77.78,-1,-1
2022-07-23,UFC Fight Night - London,"Diakiese, Marc",DIA,male,home,sr:competitor:290246,13:35,0,40.63,13,32,0,72.73,8,11,70.27,78,111,"Hadzovic, Damir",HAD,male,away,sr:competitor:542067,0:00,0,50.0,5,10,0,0.0,0,1,80.0,20,25,3,5:00,decision_unanimous,3,lightweight(146-155),-9.369999999999997,-9.730000000000004,0,72.73,8,0
2022-07-23,UFC Fight Night - London,"Klein, Ludovit",KLE,male,away,sr:competitor:587495,06:41,1,57.47,50,87,0,0.0,0,1,62.5,70,112,"Jones, Mason",JON,male,home,sr:competitor:567865,02:17,0,40.95,43,105,0,0.0,0,3,55.32,78,141,3,5:00,decision_unanimous,3,lightweight(146-155),16.519999999999996,7.18,1,0.0,0,0
2022-07-23,UFC Fight Night - London,"Oezdemir, Volkan",OEZ,male,away,sr:competitor:542115,05:09,0,55.81,72,129,0,50.0,1,2,63.53,108,170,"Craig, Paul",CRA,male,home,sr:competitor:306502,00:07,0,26.19,33,126,0,0.0,0,15,30.15,41,136,3,5:00,decision_unanimous,3,light_heavyweight(186-205),29.62,33.38,0,50.0,1,0
2022-07-23,UFC Fight Night - London,"McCann, Molly",MCC,female,home,sr:competitor:441632,00:10,1,46.15,24,52,0,0.0,0,1,50.88,29,57,"Goldy, Hannah",GOL,female,away,sr:competitor:595926,01:10,0,27.27,9,33,0,0.0,0,5,27.27,9,33,1,3:52,ko_tko,3,flyweight(116-125),18.88,23.610000000000003,1,0.0,0,0
2022-07-23,UFC Fight Night - London,"Krylov, Nikita",KRY,male,home,sr:competitor:256105,00:09,2,59.09,26,44,0,0.0,0,0,57.78,26,45,"Gustafsson, Alexander",GUS,male,away,sr:competitor:278293,00:07,0,62.5,5,8,0,0.0,0,0,55.56,5,9,1,1:07,ko_tko,3,light_heavyweight(186-205),-3.4099999999999966,2.219999999999999,2,0.0,0,0
2022-07-23,UFC Fight Night - London,"Pimblett, Paddy",PIM,male,home,sr:competitor:656567,01:44,0,43.59,17,39,4,100.0,1,1,56.6,30,53,"Leavitt, Jordan",LEA,male,away,sr:competitor:733447,04:50,0,72.73,16,22,0,33.33,3,9,85.42,41,48,2,2:46,submission,3,lightweight(146-155),-29.14,-28.82,0,66.67,-2,4
2022-07-23,UFC Fight Night - London,"Hermansson, Jack",HER,male,home,sr:competitor:278283,0:00,0,39.84,100,251,0,0.0,0,6,39.84,100,251,"Curtis, Chris",CUR,male,away,sr:competitor:449105,0:00,0,34.4,43,125,0,0.0,0,0,34.4,43,125,3,5:00,decision_unanimous,3,middleweight(171-185),5.440000000000005,5.440000000000005,0,0.0,0,0
2022-07-23,UFC Fight Night - London,"Blaydes, Curtis",BLA,male,home,sr:competitor:542009,00:01,0,40.0,4,10,0,0.0,0,0,40.0,4,10,"Aspinall, Tom",ASP,male,away,sr:competitor:545279,0:00,0,60.0,3,5,0,0.0,0,0,60.0,3,5,1,0:15,ko_tko,5,heavyweight(206-265),-20.0,-20.0,0,0.0,0,0
2022-07-09,UFC Fight Night: Dos Anjos vs. Fiziev,"Kakharamonov, Saidyokub",KAK,male,away,sr:competitor:497766,12:19,0,54.24,32,59,0,62.5,10,16,67.31,105,156,"Lawrence, Ronnie",LAW,male,home,sr:competitor:293764,00:04,0,45.45,15,33,0,50.0,1,2,47.06,16,34,3,5:00,decision_unanimous,3,bantamweight(126-135),8.79,20.25,0,12.5,9,0
2022-07-09,UFC Fight Night: Dos Anjos vs. Fiziev,"Nzechukwu, Kennedy",NZE,male,home,sr:competitor:467809,10:46,0,46.51,20,43,1,71.43,5,7,56.14,64,114,"Roberson, Karl",ROB,male,away,sr:competitor:391674,00:23,0,47.37,9,19,0,0.0,0,3,61.54,16,26,3,2:19,ko_tko,3,light_heavyweight(186-205),-0.8599999999999994,-5.399999999999999,0,71.43,5,1
2022-07-09,UFC Fight Night: Dos Anjos vs. Fiziev,"Onama, David",ONA,male,home,sr:competitor:848913,02:35,0,40.28,29,72,1,33.33,2,6,48.42,46,95,"Armfield, Garrett",ARM,male,away,sr:competitor:917015,01:52,0,29.17,21,72,0,0.0,0,2,34.94,29,83,2,3:13,submission,3,featherweight(136-145),11.11,13.480000000000004,0,33.33,2,1
2022-07-02,UFC 276: Adesanya vs. Cannonier,"Stoliarenko, Julija",STO,female,away,sr:competitor:524278,00:17,0,66.67,6,9,1,100.0,1,1,66.67,6,9,"Clark, Jessica-Rose",CLA,female,home,sr:competitor:393036,0:00,0,56.25,9,16,0,0.0,0,0,56.25,9,16,1,0:42,submission,3,bantamweight(126-135),10.420000000000002,10.420000000000002,0,100.0,1,1
2022-07-02,UFC 276: Adesanya vs. Cannonier,"Barber, Maycee",BAR,female,away,sr:competitor:462103,01:52,0,64.95,63,97,0,0.0,0,0,70.94,83,117,"Eye, Jessica",EYE,female,home,sr:competitor:258363,08:09,0,56.45,35,62,0,25.0,1,4,71.7,76,106,3,5:00,decision_unanimous,3,flyweight(116-125),8.5,-0.7600000000000051,0,-25.0,-1,0
2022-07-02,UFC 276: Adesanya vs. Cannonier,"Muniz, Andre",MUN,male,away,sr:competitor:613522,10:12,0,43.59,17,39,0,40.0,4,10,53.51,99,185,"Hall, Uriah",HAL,male,home,sr:competitor:257353,00:18,0,23.08,6,26,0,0.0,0,0,48.98,24,49,3,5:00,decision_unanimous,3,middleweight(171-185),20.510000000000005,4.530000000000001,0,40.0,4,0
2022-06-18,UFC Fight Night: Kattar vs. Emmett,"Dolidze, Roman",DOL,male,home,sr:competitor:577053,00:36,2,53.33,8,15,0,0.0,0,0,58.82,10,17,"Daukaus, Kyle",DAU,male,away,sr:competitor:598860,0:00,0,44.44,4,9,0,0.0,0,0,50.0,5,10,1,1:13,ko_tko,3,middleweight(171-185),8.89,8.82,2,0.0,0,0
2022-06-18,UFC Fight Night: Kattar vs. Emmett,"Hawes, Phillip",HAW,male,home,sr:competitor:510964,00:47,1,67.43,118,175,0,33.33,1,3,65.97,126,191,"Winn, Deron",WIN,male,away,sr:competitor:438718,0:00,0,28.83,32,111,0,0.0,0,0,29.82,34,114,2,4:25,ko_tko,3,middleweight(171-185),38.60000000000001,36.15,1,33.33,1,0
2022-06-18,UFC Fight Night: Kattar vs. Emmett,"Stamann, Cody",STA,male,away,sr:competitor:351770,00:07,1,71.05,27,38,0,0.0,0,0,74.42,32,43,"Wineland, Eddie",WIN,male,home,sr:competitor:273537,0:00,0,42.86,3,7,0,0.0,0,0,42.86,3,7,1,0:59,ko_tko,3,bantamweight(126-135),28.189999999999998,31.560000000000002,1,0.0,0,0
2022-06-18,UFC Fight Night: Kattar vs. Emmett,"Oliveira, Maria",OLI,female,home,sr:competitor:384894,01:35,0,32.32,96,297,0,50.0,2,4,32.67,99,303,"de Paula, Gloria",DE,female,away,sr:competitor:755225,00:49,0,55.26,105,190,0,66.67,2,3,56.59,116,205,3,5:00,decision_split,3,strawweight(106-115),-22.939999999999998,-23.92,0,-16.67,0,0
2022-06-18,UFC Fight Night: Kattar vs. Emmett,"Ramos, Ricardo",RAM,male,home,sr:competitor:390298,00:01,1,28.57,4,14,0,0.0,0,0,28.57,4,14,"Chavez, Danny",CHA,male,away,sr:competitor:734891,0:00,0,33.33,3,9,0,0.0,0,0,33.33,3,9,1,1:12,ko_tko,3,featherweight(136-145),-4.759999999999998,-4.759999999999998,1,0.0,0,0
2022-06-18,UFC Fight Night: Kattar vs. Emmett,"Wells, Jeremiah",WEL,male,away,sr:competitor:808286,00:02,1,43.75,7,16,0,0.0,0,0,43.75,7,16,"McGee, Court",MCG,male,home,sr:competitor:237674,0:00,0,37.5,3,8,0,0.0,0,0,37.5,3,8,1,1:34,ko_tko,3,welterweight(156-170),6.25,6.25,1,0.0,0,0
2022-06-18,UFC Fight Night: Kattar vs. Emmett,"Silva, Natalia",SIL,female,away,sr:competitor:890667,01:07,0,51.89,96,185,0,66.67,2,3,56.34,120,213,"Jasudavicius, Jasmine",JAS,female,home,sr:competitor:820046,03:37,0,30.69,31,101,0,0.0,0,6,34.48,40,116,3,5:00,decision_unanimous,3,flyweight(116-125),21.2,21.860000000000007,0,66.67,2,0
2022-06-18,UFC Fight Night: Kattar vs. Emmett,"Yanez, Adrian",YAN,male,home,sr:competitor:733463,00:04,1,52.24,35,67,0,0.0,0,0,52.94,36,68,"Kelley, Tony",KEL,male,away,sr:competitor:736571,00:02,0,40.82,20,49,0,0.0,0,0,42.0,21,50,1,3:49,ko_tko,3,bantamweight(126-135),11.420000000000002,10.939999999999998,1,0.0,0,0
2022-06-18,UFC Fight Night: Kattar vs. Emmett,"Rodrigues, Gregory",ROD,male,away,sr:competitor:310658,00:52,3,68.06,49,72,0,0.0,0,0,67.57,50,74,"Marquez, Julian",MAR,male,home,sr:competitor:400409,0:00,0,30.95,13,42,0,0.0,0,0,30.95,13,42,1,3:18,ko_tko,3,middleweight(171-185),37.11,36.61999999999999,3,0.0,0,0
2022-06-18,UFC Fight Night: Kattar vs. Emmett,"Ismagulov, Damir",ISM,male,home,sr:competitor:524398,00:46,0,41.15,79,192,0,0.0,0,6,42.13,83,197,"Kutateladze, Guram",KUT,male,away,sr:competitor:751783,00:39,0,41.71,78,187,0,14.29,1,7,42.11,80,190,3,5:00,decision_split,3,lightweight(146-155),-0.5600000000000023,0.020000000000003126,0,-14.29,-1,0
2022-06-25,UFC Fight Night: Tsarukyan vs. Gamrot,"Demopoulos, Vanessa",DEM,female,home,sr:competitor:733467,04:14,0,47.48,66,139,0,14.29,1,7,49.31,71,144,"Frey, Jinh Yu",FRE,female,away,sr:competitor:287491,00:11,0,46.62,62,133,0,0.0,0,1,52.94,81,153,3,5:00,decision_split,3,strawweight(106-115),0.8599999999999994,-3.6299999999999955,0,14.29,1,0
2022-06-25,UFC Fight Night: Tsarukyan vs. Gamrot,"Bautista, Mario",BAU,male,away,sr:competitor:542007,01:28,0,35.29,6,17,1,100.0,2,2,35.29,6,17,"Kelleher, Brian",KEL,male,home,sr:competitor:340482,0:00,0,66.67,2,3,0,0.0,0,0,66.67,2,3,1,2:27,submission,3,bantamweight(126-135),-31.380000000000003,-31.380000000000003,0,100.0,2,1
2022-07-30,UFC 277: Pena vs Nunes 2,"Cosce, Orion",COS,male,home,sr:competitor:734247,09:26,0,48.08,25,52,0,37.5,3,8,71.96,77,107,"Mathetha, Mike",MAT,male,away,sr:competitor:863703,01:08,0,64.29,63,98,0,0.0,0,1,71.43,90,126,3,5:00,decision_unanimous,3,welterweight(156-170),-16.210000000000008,0.5299999999999869,0,37.5,3,0
2022-07-30,UFC 277: Pena vs Nunes 2,"Negumereanu, Nicolae",NEG,male,home,sr:competitor:552125,04:01,0,53.68,51,95,0,66.67,2,3,59.02,72,122,"Potieria, Ihor",POT,male,away,sr:competitor:820058,0:00,0,54.29,38,70,0,0.0,0,0,61.18,52,85,2,3:33,ko_tko,3,light_heavyweight(186-205),-0.6099999999999994,-2.1599999999999966,0,66.67,2,0
2022-07-30,UFC 277: Pena vs Nunes 2,"Edwards, Joselyne",EDW,female,home,sr:competitor:768194,02:01,0,43.16,101,234,0,33.33,1,3,46.4,116,250,"Kim, Ji Yeon",KIM,female,away,sr:competitor:343998,00:19,0,40.41,78,193,0,0.0,0,0,42.86,87,203,3,5:00,decision_split,3,bantamweight(126-135),2.75,3.539999999999999,0,33.33,1,0
2022-07-30,UFC 277: Pena vs Nunes 2,"Morales, Michael",MOR,male,away,sr:competitor:820072,00:12,2,54.97,83,151,0,0.0,0,1,56.69,89,157,"Fugitt, Adam",FUG,male,home,sr:competitor:922929,01:51,0,56.64,64,113,0,12.5,1,8,58.33,70,120,3,1:09,ko_tko,3,welterweight(156-170),-1.6700000000000017,-1.6400000000000006,2,-12.5,-1,0
2022-07-16,UFC Fight Night: Ortega vs. Rodriguez,"Ducote, Emily",DUC,female,away,sr:competitor:303206,0:00,0,56.59,116,205,0,0.0,0,0,56.8,117,206,"Penne, Jessica",PEN,female,home,sr:competitor:261797,0:00,0,25.82,63,244,0,0.0,0,8,27.31,68,249,3,5:00,decision_unanimous,3,strawweight(106-115),30.770000000000003,29.49,0,0.0,0,0
2022-07-16,UFC Fight Night: Ortega vs. Rodriguez,"Stoltzfus, Dustin",STO,male,away,sr:competitor:592089,04:17,0,43.75,49,112,0,40.0,2,5,58.96,102,173,"Grant, Dwight",GRA,male,home,sr:competitor:449139,0:00,0,52.0,52,100,0,0.0,0,0,52.94,54,102,3,5:00,decision_unanimous,3,middleweight(171-185),-8.25,6.020000000000003,0,40.0,2,0
2022-07-16,UFC Fight Night: Ortega vs. Rodriguez,"Jacoby, Dustin",JAC,male,home,sr:competitor:733439,0:00,1,60.87,14,23,0,0.0,0,0,60.87,14,23,"Jung, Da Un",JUN,male,away,sr:competitor:609190,0:00,0,35.9,14,39,0,0.0,0,0,35.9,14,39,1,3:13,ko_tko,3,light_heavyweight(186-205),24.97,24.97,1,0.0,0,0
2022-07-16,UFC Fight Night: Ortega vs. Rodriguez,"Algeo, Bill",ALG,male,home,sr:competitor:595924,05:26,0,77.78,28,36,0,100.0,1,1,77.88,81,104,"Burns, Herbert",BUR,male,away,sr:competitor:315161,00:32,0,83.33,10,12,2,50.0,1,2,72.0,18,25,2,1:50,ko_tko,3,featherweight(136-145),-5.549999999999997,5.8799999999999955,0,50.0,0,-2
2022-07-16,UFC Fight Night: Ortega vs. Rodriguez,"Simon, Ricky",SIM,male,home,sr:competitor:433424,04:06,1,65.79,25,38,1,25.0,2,8,77.97,46,59,"Shore, Jack",SHO,male,away,sr:competitor:395072,00:13,0,43.18,19,44,0,0.0,0,3,51.92,27,52,2,3:28,submission,3,bantamweight(126-135),22.610000000000007,26.049999999999997,1,25.0,2,1
2022-07-16,UFC Fight Night: Ortega vs. Rodriguez,"Soriano, Punahele",SOR,male,home,sr:competitor:595922,00:04,1,48.57,17,35,0,0.0,0,1,51.35,19,37,"Lungiambula, Dalcha",LUN,male,away,sr:competitor:587335,01:39,0,50.0,11,22,0,100.0,2,2,60.71,17,28,2,0:28,ko_tko,3,middleweight(171-185),-1.4299999999999997,-9.36,1,-100.0,-2,0
2022-07-16,UFC Fight Night: Ortega vs. Rodriguez,"Murphy, Lauren",MUR,female,home,sr:competitor:244066,01:18,0,55.43,102,184,0,33.33,2,6,60.66,128,211,"Tate, Miesha",TAT,female,away,sr:competitor:246049,02:05,0,51.83,85,164,0,0.0,0,7,60.2,121,201,3,5:00,decision_unanimous,3,flyweight(116-125),3.6000000000000014,0.45999999999999375,0,33.33,2,0
2022-07-16,UFC Fight Night: Ortega vs. Rodriguez,"Burgos, Shane",BUR,male,home,sr:competitor:304992,06:25,0,52.5,42,80,3,28.57,2,7,57.76,67,116,"Jourdain, Charles",JOU,male,away,sr:competitor:578853,02:08,0,60.11,113,188,0,0.0,0,1,66.8,161,241,3,5:00,decision_majority,3,featherweight(136-145),-7.609999999999999,-9.04,0,28.57,2,3
2022-07-16,UFC Fight Night: Ortega vs. Rodriguez,"Schnell, Matt",SCH,male,home,sr:competitor:303100,02:40,0,58.02,47,81,2,66.67,2,3,65.83,79,120,"Mudaerji, Su",MUD,male,away,sr:competitor:522114,02:13,1,69.88,58,83,0,0.0,0,0,72.83,67,92,2,4:24,submission,3,flyweight(116-125),-11.859999999999992,-7.0,-1,66.67,2,2
2022-07-16,UFC Fight Night: Ortega vs. Rodriguez,"Jingliang, Li",JIN,male,home,sr:competitor:269235,00:30,1,43.68,38,87,0,50.0,1,2,43.96,40,91,"Salikhov, Muslim",SAL,male,away,sr:competitor:394982,01:10,0,41.07,23,56,0,25.0,1,4,49.25,33,67,2,4:38,ko_tko,3,welterweight(156-170),2.6099999999999994,-5.289999999999999,1,25.0,0,0
2022-07-16,UFC Fight Night: Ortega vs. Rodriguez,"Lemos, Amanda",LEM,female,away,sr:competitor:355570,00:05,0,57.14,20,35,1,0.0,0,0,57.14,20,35,"Waterson-Gomez, Michelle",WAT,female,home,sr:competitor:278301,01:08,0,51.79,29,56,0,50.0,1,2,56.45,35,62,2,1:48,submission,3,strawweight(106-115),5.350000000000001,0.6899999999999977,0,-50.0,-1,1
2022-07-16,UFC Fight Night: Ortega vs. Rodriguez,"Rodriguez, Yair",ROD,male,away,sr:competitor:253381,0:00,0,50.0,23,46,0,0.0,0,0,63.16,48,76,"Ortega, Brian",ORT,male,home,sr:competitor:237692,02:24,0,62.86,22,35,0,20.0,1,5,66.67,26,39,1,4:11,ko_tko,5,featherweight(136-145),-12.86,-3.510000000000005,0,-20.0,-1,0
2022-09-03,UFC Fight Night: Gane vs. Tuivasa,"Egger, Stephanie",EGG,female,home,sr:competitor:372602,06:59,0,68.18,15,22,1,28.57,2,7,73.44,47,64,"Perez, Ailin",PER,female,away,sr:competitor:905733,01:33,0,47.06,16,34,0,33.33,1,3,67.21,41,61,2,4:54,submission,3,featherweight(136-145),21.120000000000005,6.230000000000004,0,-4.759999999999998,1,1
2022-09-03,UFC Fight Night: Gane vs. Tuivasa,"Quinonez, Christian",QUI,male,home,sr:competitor:847516,00:02,0,40.43,19,47,0,0.0,0,0,40.43,19,47,"Taha, Khalid",TAH,male,away,sr:competitor:362050,0:00,0,22.22,6,27,0,0.0,0,0,22.22,6,27,1,3:15,ko_tko,3,bantamweight(126-135),18.21,18.21,0,0.0,0,0
2022-09-03,UFC Fight Night: Gane vs. Tuivasa,"Saint-Denis, Benoit",SAI,male,home,sr:competitor:844376,03:17,3,62.69,42,67,0,100.0,1,1,73.64,81,110,"Miranda, Gabriel",MIR,male,away,sr:competitor:934499,00:20,0,54.05,20,37,0,33.33,1,3,62.26,33,53,2,0:16,ko_tko,3,lightweight(146-155),8.64,11.380000000000003,3,66.67,0,0
2022-09-03,UFC Fight Night: Gane vs. Tuivasa,"Ziam, Fares",ZIA,male,home,sr:competitor:625904,06:48,0,55.56,60,108,0,42.86,3,7,68.52,111,162,"Figlak, Michal",FIG,male,away,sr:competitor:935049,01:35,0,29.17,28,96,0,20.0,1,5,43.65,55,126,3,5:00,decision_unanimous,3,lightweight(146-155),26.39,24.869999999999997,0,22.86,2,0
2022-09-03,UFC Fight Night: Gane vs. Tuivasa,"Haqparast, Nasrat",HAQ,male,away,sr:competitor:542069,00:35,1,36.99,64,173,0,66.67,2,3,39.78,72,181,"Makdessi, John",MAK,male,home,sr:competitor:237672,0:00,0,37.24,73,196,0,0.0,0,0,37.24,73,196,3,5:00,decision_unanimous,3,lightweight(146-155),-0.25,2.539999999999999,1,66.67,2,0
2022-09-03,UFC Fight Night: Gane vs. Tuivasa,"Magomedov, Abusupiyan",MAG,male,away,sr:competitor:457841,00:02,1,100.0,7,7,0,0.0,0,0,100.0,7,7,"Stoltzfus, Dustin",STO,male,home,sr:competitor:592089,0:00,0,0.0,0,2,0,0.0,0,0,0.0,0,2,1,0:19,ko_tko,3,middleweight(171-185),100.0,100.0,1,0.0,0,0
2022-09-03,UFC Fight Night: Gane vs. Tuivasa,"Wood, Nathaniel",WOO,male,away,sr:competitor:542167,04:30,0,48.02,97,202,0,62.5,5,8,54.7,128,234,"Jourdain, Charles",JOU,male,home,sr:competitor:578853,00:24,0,42.36,86,203,0,50.0,1,2,49.57,115,232,3,5:00,decision_unanimous,3,featherweight(136-145),5.660000000000004,5.130000000000003,0,12.5,4,0
2022-09-03,UFC Fight Night: Gane vs. Tuivasa,"Gomis, William",GOM,male,home,sr:competitor:748903,08:04,0,45.71,32,70,0,60.0,3,5,57.02,69,121,"Errens, Jarno",ERR,male,away,sr:competitor:936063,00:14,0,37.74,20,53,1,0.0,0,2,48.44,31,64,3,5:00,decision_unanimous,3,featherweight(136-145),7.969999999999999,8.580000000000005,0,60.0,3,-1
