date,competition,winner,winner_abbreviation,winner_gender,winner_qualifier,winner_id,winner_control,winner_knockdowns,winner_significant_strike_percentage,winner_significant_strikes,winner_significant_strikes_attempted,winner_submission_attempts,winner_takedown_percentage,winner_takedowns,winner_takedowns_attempted,winner_total_strike_percentage,winner_total_strikes,winner_total_strikes_attempted,loser,loser_abbreviation,loser_gender,loser_qualifier,loser_id,loser_control,loser_knockdowns,loser_significant_strike_percentage,loser_significant_strikes,loser_significant_strikes_attempted,loser_submission_attempts,loser_takedown_percentage,loser_takedowns,loser_takedowns_attempted,loser_total_strike_percentage,loser_total_strikes,loser_total_strikes_attempted,final_round,final_round_length,method,scheduled_length,weight_class,strike_accuracy_diff ,total_strike_accuracy_diff  ,knockdowns_diff,takedown_accuracy_diff,takedowns_diff,submission_attempts_diff
2019-12-21,UFC Fight Night - Busan,"Gane, Ciryl",GAN,male,home,sr:competitor:595034,0:00,0,40.63,65,160,0,0.0,0,1,40.63,65,160,"Boser, Tanner",BOS,male,away,sr:competitor:561038,0:00,0,30.77,32,104,0,0.0,0,0,30.77,32,104,3,5:00,decision_unanimous,3,heavyweight(206-265),9.860000000000003,9.860000000000003,0,0.0,0,0
2019-12-21,UFC Fight Night - Busan,"Kang, Kyung Ho",KAN,male,home,sr:competitor:402741,0:00,0,50.0,20,40,0,42.86,3,7,70.59,108,153,"Liu, Pingyuan",LIU,male,away,sr:competitor:463599,0:00,0,47.17,25,53,0,0.0,0,0,76.51,114,149,3,5:00,decision_split,3,bantamweight(126-135),2.8299999999999983,-5.920000000000002,0,42.86,3,0
2019-12-21,UFC Fight Night - Busan,"Park, Jun Yong",PAR,male,home,sr:competitor:618458,0:00,0,41.18,77,187,0,50.0,5,10,43.01,83,193,"Barriault, Marc Andre",BAR,male,away,sr:competitor:563258,0:00,0,31.88,51,160,0,0.0,0,2,34.34,57,166,3,5:00,decision_unanimous,3,middleweight(171-185),9.3,8.669999999999995,0,50.0,5,0
2019-12-21,UFC Fight Night - Busan,"Jung, Da Un",JUN,male,home,sr:competitor:609190,0:00,1,55.56,5,9,0,0.0,0,0,55.56,5,9,"Rodriguez, Mike",ROD,male,away,sr:competitor:542135,0:00,0,40.0,4,10,0,0.0,0,0,40.0,4,10,1,1:03,ko_tko,3,light_heavyweight(186-205),15.560000000000002,15.560000000000002,1,0.0,0,0
2019-12-21,UFC Fight Night - Busan,"Jourdain, Charles",JOU,male,away,sr:competitor:578853,0:00,2,49.61,64,129,0,0.0,0,0,53.57,75,140,"Choi, Doo Ho",CHO,male,home,sr:competitor:269215,0:00,1,44.68,42,94,0,0.0,0,0,45.83,44,96,2,4:33,ko_tko,3,featherweight(136-145),4.93,7.740000000000002,1,0.0,0,0
2019-12-21,UFC Fight Night - Busan,"Oezdemir, Volkan",OEZ,male,home,sr:competitor:542115,0:00,0,43.75,63,144,0,0.0,0,0,59.3,118,199,"Rakic, Aleksandar",RAK,male,away,sr:competitor:372544,0:00,0,51.02,75,147,1,11.11,1,9,53.7,87,162,3,5:00,decision_split,3,light_heavyweight(186-205),-7.270000000000003,5.599999999999994,0,-11.11,-1,-1
2019-12-21,UFC Fight Night - Busan,"Jung, Chan Sung",JUN,male,away,sr:competitor:312937,0:00,1,76.67,46,60,0,0.0,0,0,81.44,79,97,"Edgar, Frankie",EDG,male,home,sr:competitor:237640,0:00,0,64.29,9,14,0,0.0,0,2,64.29,9,14,1,3:18,ko_tko,5,featherweight(136-145),12.379999999999995,17.14999999999999,1,0.0,0,0
2020-02-22,UFC Fight Night - Auckland,"Cachoeira, Priscila",CAC,female,home,sr:competitor:408277,0:00,1,44.44,8,18,0,0.0,0,0,44.44,8,18,"Dobson, Shana",DOB,female,away,sr:competitor:426899,0:00,0,45.45,5,11,0,0.0,0,0,45.45,5,11,1,0:40,ko_tko,3,flyweight(116-125),-1.0100000000000051,-1.0100000000000051,1,0.0,0,0
2020-02-22,UFC Fight Night - Auckland,"Hill, Angela",HIL,female,away,sr:competitor:542071,0:00,0,38.1,48,126,1,25.0,1,4,42.94,70,163,"Lookboonmee, Loma",LOO,female,home,sr:competitor:590895,0:00,0,40.77,53,130,0,100.0,1,1,43.59,68,156,3,5:00,decision_unanimous,3,strawweight(106-115),-2.6700000000000017,-0.6500000000000057,0,-75.0,0,1
2020-02-22,UFC Fight Night - Auckland,"Kara-France, Kai",KAR,male,home,sr:competitor:511412,0:00,0,30.35,78,257,0,0.0,0,4,30.35,78,257,"Nam, Tyson",NAM,male,away,sr:competitor:632564,0:00,0,32.68,50,153,0,0.0,0,4,33.55,52,155,3,5:00,decision_unanimous,3,flyweight(116-125),-2.3299999999999983,-3.1999999999999957,0,0.0,0,0
2020-02-22,UFC Fight Night - Auckland,"Kenan, Song",KEN,male,away,sr:competitor:394986,0:00,1,48.57,17,35,0,0.0,0,0,52.5,21,40,"Potter, Callan",POT,male,home,sr:competitor:538413,0:00,0,46.67,7,15,0,100.0,1,1,47.06,8,17,1,2:20,ko_tko,3,welterweight(156-170),1.8999999999999986,5.439999999999998,1,-100.0,-1,0
2020-02-22,UFC Fight Night - Auckland,"Matthews, Jake",MAT,male,home,sr:competitor:248607,0:00,1,45.21,33,73,0,57.14,4,7,63.39,71,112,"Meek, Emil Weber",MEE,male,away,sr:competitor:305024,0:00,0,42.37,50,118,0,0.0,0,1,52.47,85,162,3,5:00,decision_unanimous,3,welterweight(156-170),2.8400000000000034,10.920000000000002,1,57.14,4,0
2020-02-22,UFC Fight Night - Auckland,"Turner, Jalin",TUR,male,home,sr:competitor:459443,0:00,0,60.44,55,91,3,0.0,0,1,69.77,90,129,"Culibao, Joshua",CUL,male,away,sr:competitor:680079,0:00,0,42.86,12,28,0,0.0,0,3,40.0,12,30,2,3:01,ko_tko,3,lightweight(146-155),17.58,29.769999999999996,0,0.0,0,3
2020-02-22,UFC Fight Night - Auckland,"Tukhugov, Zubaira",TUK,male,away,sr:competitor:257369,0:00,2,77.78,28,36,0,0.0,0,0,75.68,28,37,"Aguilar, Kevin",AGU,male,home,sr:competitor:459429,0:00,0,32.14,9,28,0,0.0,0,0,32.14,9,28,1,3:21,ko_tko,3,featherweight(136-145),45.64,43.540000000000006,2,0.0,0,0
2020-01-26,UFC Fight Night - Raleigh,"Kish, Justine",KIS,female,home,sr:competitor:304964,0:00,0,48.06,62,129,0,100.0,1,1,48.89,66,135,"Pudilova, Lucie",PUD,female,away,sr:competitor:344000,0:00,0,20.28,29,143,0,0.0,0,0,28.48,47,165,3,5:00,decision_unanimous,3,flyweight(116-125),27.78,20.41,0,100.0,1,0
2020-01-26,UFC Fight Night - Raleigh,"Allen, Arnold",ALL,male,away,sr:competitor:245447,0:00,0,48.09,63,131,0,0.0,0,1,49.64,68,137,"Lentz, Nik",LEN,male,home,sr:competitor:278275,0:00,0,28.49,49,172,0,0.0,0,9,33.16,63,190,3,5:00,decision_unanimous,3,featherweight(136-145),19.600000000000005,16.480000000000004,0,0.0,0,0
2020-01-26,UFC Fight Night - Raleigh,"Lewis, Bevon",LEW,male,home,sr:competitor:459431,0:00,0,43.9,36,82,0,0.0,0,3,64.38,94,146,"Townsend, Dequan",TOW,male,away,sr:competitor:599340,0:00,0,43.08,28,65,0,0.0,0,0,55.56,55,99,3,5:00,decision_unanimous,3,middleweight(171-185),0.8200000000000003,8.819999999999993,0,0.0,0,0
2020-01-26,UFC Fight Night - Raleigh,"Hill, Jamahal",HIL,male,home,sr:competitor:608564,0:00,0,43.35,101,233,0,0.0,0,0,43.22,102,236,"Stosic, Darko",STO,male,away,sr:competitor:463597,0:00,0,43.06,31,72,0,66.67,6,9,39.51,32,81,3,5:00,decision_unanimous,3,light_heavyweight(186-205),0.28999999999999915,3.710000000000001,0,-66.67,-6,0
2020-01-26,UFC Fight Night - Raleigh,"Hill, Angela",HIL,female,away,sr:competitor:542071,0:00,0,45.16,70,155,0,100.0,1,1,47.06,80,170,"Cifers, Hannah",CIF,female,home,sr:competitor:542019,0:00,0,42.59,46,108,0,0.0,0,0,43.86,50,114,2,4:26,ko_tko,3,strawweight(106-115),2.569999999999993,3.200000000000003,0,100.0,1,0
2020-01-26,UFC Fight Night - Raleigh,"Perez, Alex",PER,male,away,sr:competitor:399179,0:00,0,22.22,2,9,1,100.0,1,1,69.57,16,23,"Espinosa, Jordan",ESP,male,home,sr:competitor:459439,0:00,0,15.38,2,13,0,0.0,0,0,15.38,2,13,1,2:33,submission,3,flyweight(116-125),6.839999999999998,54.18999999999999,0,100.0,1,1
2020-01-26,UFC Fight Night - Raleigh,"Chiesa, Michael",CHI,male,away,sr:competitor:237628,0:00,0,17.65,9,51,0,75.0,6,8,50.47,54,107,"Dos Anjos, Rafael",DOS,male,home,sr:competitor:237634,0:00,0,38.89,14,36,0,0.0,0,1,44.23,23,52,3,5:00,decision_unanimous,3,welterweight(156-170),-21.240000000000002,6.240000000000002,0,75.0,6,0
2020-01-26,UFC Fight Night - Raleigh,"Blaydes, Curtis",BLA,male,home,sr:competitor:542009,0:00,0,46.67,28,60,0,0.0,0,6,46.77,29,62,"Dos Santos, Junior",DOS,male,away,sr:competitor:237636,0:00,0,23.33,7,30,0,0.0,0,0,23.33,7,30,2,1:06,ko_tko,5,heavyweight(206-265),23.340000000000003,23.440000000000005,0,0.0,0,0
2020-02-16,UFC Fight Night - Rio Rancho,"Dodson, John",DOD,male,home,sr:competitor:542217,0:00,1,54.17,39,72,0,0.0,0,0,62.64,57,91,"Wood, Nathaniel",WOO,male,away,sr:competitor:542167,0:00,0,46.46,46,99,0,100.0,1,1,54.84,68,124,3,0:16,ko_tko,3,bantamweight(126-135),7.710000000000001,7.799999999999997,1,-100.0,-1,0
2020-02-16,UFC Fight Night - Rio Rancho,"Rodriguez, Daniel",ROD,male,away,sr:competitor:608632,0:00,1,40.5,49,121,1,0.0,0,0,40.5,49,121,"Means, Tim",MEA,male,home,sr:competitor:278265,0:00,0,43.16,41,95,0,33.33,1,3,43.16,41,95,2,3:37,submission,3,welterweight(156-170),-2.6599999999999966,-2.6599999999999966,1,-33.33,-1,1
2020-02-16,UFC Fight Night - Rio Rancho,"Vannata, Landon",VAN,male,home,sr:competitor:269757,0:00,0,52.66,99,188,0,0.0,0,3,52.91,100,189,"Medeiros, Yancy",MED,male,away,sr:competitor:237678,0:00,0,35.23,68,193,0,0.0,0,1,35.23,68,193,3,5:00,decision_unanimous,3,lightweight(146-155),17.43,17.68,0,0.0,0,0
2020-02-16,UFC Fight Night - Rio Rancho,"Borg, Ray",BOR,male,away,sr:competitor:278271,0:00,0,77.78,35,45,0,52.63,10,19,81.08,60,74,"Bontorin, Rogerio",BON,male,home,sr:competitor:528405,0:00,0,45.0,9,20,0,0.0,0,2,68.57,24,35,3,5:00,decision_unanimous,3,flyweight(116-125),32.78,12.510000000000005,0,52.63,10,0
2020-02-16,UFC Fight Night - Rio Rancho,"Weaver, Brok",WEA,male,home,sr:competitor:596154,0:00,0,55.56,5,9,1,0.0,0,0,60.0,6,10,"Vargas, Rodrigo",VAR,male,away,sr:competitor:617628,0:00,0,51.72,15,29,0,50.0,1,2,78.13,50,64,1,4:02,disqualified,3,lightweight(146-155),3.8400000000000034,-18.129999999999995,0,-50.0,-1,1
2020-02-16,UFC Fight Night - Rio Rancho,"de la Rosa, Montana",DE,female,home,sr:competitor:457887,0:00,1,40.3,27,67,1,33.33,1,3,57.81,74,128,"Borella, Mara Romero",BOR,female,away,sr:competitor:542011,0:00,0,43.4,23,53,0,50.0,1,2,64.65,64,99,3,5:00,decision_unanimous,3,flyweight(116-125),-3.1000000000000014,-6.840000000000003,1,-16.67,0,1
2020-02-16,UFC Fight Night - Rio Rancho,"Sanchez, Diego",SAN,male,home,sr:competitor:246037,0:00,0,39.06,25,64,0,0.0,0,6,42.65,29,68,"Pereira, Michel",PER,male,away,sr:competitor:573961,0:00,1,58.24,53,91,0,100.0,2,2,59.57,56,94,3,3:09,disqualified,3,welterweight(156-170),-19.18,-16.92,-1,-100.0,-2,0
2020-02-16,UFC Fight Night - Rio Rancho,"Blachowicz, Jan",BLA,male,away,sr:competitor:250143,0:00,1,41.94,13,31,0,0.0,0,0,41.94,13,31,"Anderson, Corey",AND,male,home,sr:competitor:246017,0:00,0,40.74,11,27,0,0.0,0,0,40.74,11,27,1,3:08,ko_tko,5,light_heavyweight(186-205),1.1999999999999957,1.1999999999999957,1,0.0,0,0
2020-02-08,UFC 247 - Houston,"Zalal, Youssef",ZAL,male,home,sr:competitor:677163,0:00,0,56.36,31,55,2,50.0,6,12,61.25,49,80,"Lingo, Austin",LIN,male,away,sr:competitor:677165,0:00,0,19.67,12,61,0,100.0,1,1,23.53,16,68,3,5:00,decision_unanimous,3,featherweight(136-145),36.69,37.72,0,-50.0,5,2
2020-03-01,UFC Fight Night - Norfolk,"Allen, Brendan",ALL,male,home,sr:competitor:599908,0:00,0,68.97,20,29,0,0.0,0,1,73.08,38,52,"Breese, Tom",BRE,male,away,sr:competitor:245455,0:00,0,80.0,4,5,0,0.0,0,1,83.33,5,6,1,4:47,ko_tko,3,middleweight(171-185),-11.030000000000001,-10.25,0,0.0,0,0
2020-03-01,UFC Fight Night - Norfolk,"Phillips, Kyler",PHI,male,away,sr:competitor:511502,0:00,0,52.98,89,168,1,50.0,2,4,57.44,112,195,"Silva, Gabriel",SIL,male,home,sr:competitor:607404,0:00,0,31.96,31,97,1,33.33,2,6,38.39,43,112,3,5:00,decision_unanimous,3,bantamweight(126-135),21.019999999999996,19.049999999999997,0,16.67,0,0
2020-03-01,UFC Fight Night - Norfolk,"Dawson, Grant",DAW,male,home,sr:competitor:511478,0:00,0,68.18,15,22,2,66.67,2,3,80.77,42,52,"Minner, Darrick",MIN,male,away,sr:competitor:613524,0:00,0,57.14,4,7,2,100.0,1,1,89.66,26,29,2,1:38,submission,3,featherweight(136-145),11.040000000000006,-8.89,0,-33.33,1,0
2020-03-01,UFC Fight Night - Norfolk,"Anderson, Megan",AND,female,home,sr:competitor:541999,0:00,1,50.0,7,14,0,0.0,0,1,82.05,32,39,"Dumont Viana, Norma",DUM,female,away,sr:competitor:669385,0:00,0,31.25,5,16,0,33.33,1,3,56.0,14,25,1,3:31,ko_tko,3,featherweight(136-145),18.75,26.049999999999997,1,-33.33,-1,0
2020-03-01,UFC Fight Night - Norfolk,"Ankalaev, Magomed",ANK,male,away,sr:competitor:419867,0:00,0,66.67,8,12,0,0.0,0,0,66.67,8,12,"Cutelaba, Ion",CUT,male,home,sr:competitor:265091,0:00,0,45.45,5,11,0,0.0,0,0,45.45,5,11,1,0:38,ko_tko,3,light_heavyweight(186-205),21.22,21.22,0,0.0,0,0
2020-03-01,UFC Fight Night - Norfolk,"Spencer, Felicia",SPE,female,home,sr:competitor:324151,0:00,0,62.5,40,64,0,50.0,1,2,69.39,68,98,"Fairn Dos Santos, Zarah",FAI,female,away,sr:competitor:638500,0:00,0,46.43,13,28,0,0.0,0,0,48.28,14,29,1,3:37,ko_tko,3,featherweight(136-145),16.07,21.11,0,50.0,1,0
2020-03-01,UFC Fight Night - Norfolk,"Figueiredo, Deiveson",FIG,male,away,sr:competitor:340506,0:00,1,51.02,25,49,1,100.0,1,1,51.02,25,49,"Benavidez, Joseph",BEN,male,home,sr:competitor:303106,0:00,0,48.94,46,94,0,0.0,0,2,48.94,46,94,2,1:54,ko_tko,5,flyweight(116-125),2.0800000000000054,2.0800000000000054,1,100.0,1,1
2020-03-15,UFC Fight Night - Brasilia,"Oliveira, Charles",OLI,male,away,sr:competitor:542119,0:00,0,66.15,43,65,2,0.0,0,1,69.86,51,73,"Lee, Kevin",LEE,male,home,sr:competitor:237668,0:00,0,51.25,41,80,0,66.67,2,3,61.0,61,100,3,0:28,submission,5,lightweight(146-155),14.900000000000006,8.86,0,-66.67,-2,2
2022-03-26,UFC Fight Night: Blaydes vs. Daukaus,"Saldana, Luis",SAL,male,home,sr:competitor:755227,01:36,0,50.0,84,168,0,40.0,2,5,50.87,88,173,"Souza, Bruno",SOU,male,away,sr:competitor:852173,00:12,0,37.08,66,178,0,50.0,1,2,37.78,68,180,3,5:00,decision_unanimous,3,featherweight(136-145),12.920000000000002,13.089999999999996,0,-10.0,1,0
2022-03-26,UFC Fight Night: Blaydes vs. Daukaus,"Nicolau, Matheus",NIC,male,home,sr:competitor:269227,00:48,1,44.44,36,81,0,0.0,0,2,48.94,46,94,"Dvorak, David",DVO,male,away,sr:competitor:561040,01:25,0,35.45,39,110,0,0.0,0,2,44.78,60,134,3,5:00,decision_unanimous,3,flyweight(116-125),8.989999999999995,4.159999999999997,1,0.0,0,0
2022-03-26,UFC Fight Night: Blaydes vs. Daukaus,"Fiorot, Manon",FIO,female,away,sr:competitor:598952,02:37,0,60.14,83,138,0,50.0,2,4,64.33,101,157,"Maia, Jennifer",MAI,female,home,sr:competitor:542105,01:16,0,30.58,37,121,0,25.0,1,4,39.72,56,141,3,5:00,decision_unanimous,3,flyweight(116-125),29.560000000000002,24.61,0,25.0,1,0
2022-03-26,UFC Fight Night: Blaydes vs. Daukaus,"Khizriev, Aliaskhab",KHI,male,home,sr:competitor:742865,02:46,0,62.69,42,67,1,66.67,2,3,68.35,54,79,"Tiuliulin, Denis",TIU,male,away,sr:competitor:560998,00:02,0,37.8,31,82,0,0.0,0,1,45.74,43,94,2,1:58,submission,3,middleweight(171-185),24.89,22.609999999999992,0,66.67,2,1
2022-03-26,UFC Fight Night: Blaydes vs. Daukaus,"Gutierrez, Chris",GUT,male,home,sr:competitor:542065,00:13,1,51.9,41,79,0,0.0,0,0,51.85,42,81,"Batgerel, Danaa",BAT,male,away,sr:competitor:624300,00:24,0,28.85,30,104,0,100.0,1,1,36.13,43,119,2,2:34,ko_tko,3,bantamweight(126-135),23.049999999999997,15.719999999999999,1,-100.0,-1,0
2022-03-26,UFC Fight Night: Blaydes vs. Daukaus,"McMann, Sara",MCM,female,home,sr:competitor:258361,10:27,0,58.54,24,41,0,66.67,4,6,73.0,73,100,"Rosa, Karol",ROS,female,away,sr:competitor:618456,01:56,0,60.47,26,43,0,50.0,1,2,76.67,92,120,3,5:00,decision_unanimous,3,bantamweight(126-135),-1.9299999999999997,-3.6700000000000017,0,16.67,3,0
2022-03-26,UFC Fight Night: Blaydes vs. Daukaus,"Diakiese, Marc",DIA,male,home,sr:competitor:290246,12:24,0,85.0,17,20,0,61.11,11,18,80.0,40,50,"Borshchev, Viacheslav",BOR,male,away,sr:competitor:878383,00:35,0,57.14,12,21,0,0.0,0,0,72.73,32,44,3,5:00,decision_unanimous,3,lightweight(146-155),27.86,7.269999999999996,0,61.11,11,0
2022-03-26,UFC Fight Night: Blaydes vs. Daukaus,"Magny, Neil",MAG,male,home,sr:competitor:248605,04:33,0,37.5,54,144,0,11.11,1,9,50.98,104,204,"Griffin, Max",GRI,male,away,sr:competitor:278711,00:39,1,54.47,67,123,0,0.0,0,2,56.82,75,132,3,5:00,decision_split,3,welterweight(156-170),-16.97,-5.840000000000003,-1,11.11,1,0
2020-05-09,UFC 249,"Spann, Ryan",SPA,male,home,sr:competitor:449135,0:00,0,44.35,51,115,1,28.57,2,7,44.83,52,116,"Alvey, Sam",ALV,male,away,sr:competitor:265067,0:00,0,52.78,57,108,0,0.0,0,0,66.03,103,156,3,5:00,decision_split,3,light_heavyweight(186-205),-8.43,-21.200000000000003,0,28.57,2,1
2020-05-09,UFC 249,"Mitchell, Bryce",MIT,male,home,sr:competitor:464153,0:00,0,81.63,40,49,5,100.0,3,3,81.08,60,74,"Rosa, Charles",ROS,male,away,sr:competitor:326991,0:00,0,50.0,5,10,0,0.0,0,0,70.59,12,17,3,5:00,decision_unanimous,3,featherweight(136-145),31.629999999999995,10.489999999999995,0,100.0,3,5
2020-05-13,UFC Fight Night - Jacksonville 1,"Sherman, Chase",SHE,male,home,sr:competitor:542147,0:00,1,58.62,51,87,0,0.0,0,0,58.62,51,87,"Villanueva, Isaac",VIL,male,away,sr:competitor:708491,0:00,0,29.63,16,54,0,0.0,0,0,29.63,16,54,2,0:49,ko_tko,3,heavyweight(206-265),28.99,28.99,1,0.0,0,0
2020-05-13,UFC Fight Night - Jacksonville 1,"Kelleher, Brian",KEL,male,away,sr:competitor:340482,0:00,1,29.29,29,99,0,0.0,0,4,31.37,32,102,"Azure, Hunter",AZU,male,home,sr:competitor:599880,0:00,0,46.97,62,132,0,0.0,0,0,48.2,67,139,2,3:40,ko_tko,3,featherweight(136-145),-17.68,-16.830000000000002,1,0.0,0,0
2020-05-13,UFC Fight Night - Jacksonville 1,"Morales Ferrer, Omar Antonio",MOF,male,away,sr:competitor:489672,0:00,0,29.3,63,215,0,0.0,0,0,29.3,63,215,"Benitez, Gabriel",BEN,male,home,sr:competitor:285669,0:00,0,27.93,50,179,0,0.0,0,1,27.93,50,179,3,5:00,decision_unanimous,3,lightweight(146-155),1.370000000000001,1.370000000000001,0,0.0,0,0
2020-05-16,UFC Fight Night - Jacksonville 2,"Nascimiento, Rodrigo",NAS,male,home,sr:competitor:570415,0:00,0,61.54,32,52,1,100.0,2,2,69.23,45,65,"Mayes, Dontale",MAY,male,away,sr:competitor:465479,0:00,0,56.25,27,48,0,0.0,0,0,64.62,42,65,2,2:05,submission,3,heavyweight(206-265),5.289999999999999,4.609999999999999,0,100.0,2,1
2020-05-16,UFC Fight Night - Jacksonville 2,"Casey, Cortney",CAS,female,home,sr:competitor:269751,0:00,0,50.0,6,12,2,0.0,0,0,75.0,18,24,"Borella, Mara Romero",BOR,female,away,sr:competitor:542011,0:00,0,71.43,5,7,0,50.0,1,2,87.5,21,24,1,3:36,submission,3,flyweight(116-125),-21.430000000000007,-12.5,0,-50.0,-1,2
2020-05-16,UFC Fight Night - Jacksonville 2,"Landwehr, Nate",LAN,male,away,sr:competitor:598020,0:00,0,50.43,118,234,0,0.0,0,0,51.05,121,237,"Elkins, Darren",ELK,male,home,sr:competitor:246019,0:00,0,47.83,121,253,0,7.69,1,13,51.45,142,276,3,5:00,decision_unanimous,3,featherweight(136-145),2.6000000000000014,-0.4000000000000057,0,-7.69,-1,0
2020-05-16,UFC Fight Night - Jacksonville 2,"Chikadze, Giga",CHI,male,home,sr:competitor:449131,0:00,1,45.19,61,135,0,100.0,1,1,45.19,61,135,"Rivera, Irwin",RIV,male,away,sr:competitor:413537,0:00,0,36.17,34,94,0,0.0,0,4,36.84,35,95,3,5:00,decision_unanimous,3,featherweight(136-145),9.019999999999996,8.349999999999994,1,100.0,1,0
2020-05-30,UFC Fight Night - Las Vegas 1,"Gutierrez, Chris",GUT,male,home,sr:competitor:542065,0:00,2,63.83,60,94,0,0.0,0,0,63.83,60,94,"Morales, Vince",MOR,male,away,sr:competitor:462107,0:00,0,29.63,8,27,0,0.0,0,0,29.63,8,27,2,4:27,ko_tko,3,featherweight(136-145),34.2,34.2,2,0.0,0,0
2020-05-30,UFC Fight Night - Las Vegas 1,"Kenney, Casey",KEN,male,away,sr:competitor:510956,0:00,0,61.54,32,52,1,0.0,0,0,61.54,32,52,"Smolka, Louis",SMO,male,home,sr:competitor:269769,0:00,0,41.86,18,43,0,0.0,0,1,41.86,18,43,1,3:03,submission,3,bantamweight(126-135),19.68,19.68,0,0.0,0,1
2020-05-30,UFC Fight Night - Las Vegas 1,"Royval, Brandon",ROY,male,away,sr:competitor:715231,0:00,0,48.48,16,33,2,100.0,1,1,53.66,22,41,"Elliott, Tim",ELL,male,home,sr:competitor:303538,0:00,0,53.13,17,32,0,40.0,4,10,72.73,40,55,2,3:18,submission,3,flyweight(116-125),-4.650000000000006,-19.070000000000007,0,60.0,-3,2
2020-05-30,UFC Fight Night - Las Vegas 1,"Hill, Jamahal",HIL,male,home,sr:competitor:608564,0:00,2,58.33,14,24,0,0.0,0,0,58.33,14,24,"Abreu, Klidson",ABR,male,away,sr:competitor:546933,0:00,0,71.43,5,7,0,0.0,0,0,71.43,5,7,1,1:51,ko_tko,3,light_heavyweight(186-205),-13.100000000000009,-13.100000000000009,2,0.0,0,0
2020-06-13,UFC Fight Night - Las Vegas 2,"Aguilera, Christian",AGU,male,away,sr:competitor:720989,0:00,0,43.48,10,23,0,0.0,0,0,43.48,10,23,"Ivy, Anthony",IVY,male,home,sr:competitor:720991,0:00,0,36.36,4,11,0,0.0,0,0,36.36,4,11,1,0:59,ko_tko,3,welterweight(156-170),7.119999999999997,7.119999999999997,0,0.0,0,0
2020-06-13,UFC Fight Night - Las Vegas 2,"Nam, Tyson",NAM,male,home,sr:competitor:632564,0:00,1,66.67,2,3,0,0.0,0,0,66.67,2,3,"Adashev, Zarrukh",ADA,male,away,sr:competitor:511382,0:00,0,33.33,2,6,0,0.0,0,0,33.33,2,6,1,0:32,ko_tko,3,bantamweight(126-135),33.34,33.34,1,0.0,0,0
2020-06-13,UFC Fight Night - Las Vegas 2,"Avila, Julia",AVI,female,away,sr:competitor:436924,0:00,0,55.0,11,20,0,0.0,0,0,50.0,11,22,"Mazany, Gina",MAZ,female,home,sr:competitor:316727,0:00,0,50.0,2,4,0,0.0,0,1,50.0,2,4,1,0:22,ko_tko,3,bantamweight(126-135),5.0,0.0,0,0.0,0,0
2020-06-20,UFC Fight Night - Blaydes vs. Volkov,"Hubbard, Austin",HUB,male,home,sr:competitor:573959,0:00,0,57.43,58,101,0,0.0,0,0,57.84,59,102,"Rohskopf, Max",ROH,male,away,sr:competitor:722829,0:00,0,31.48,17,54,1,33.33,2,6,30.91,17,55,2,5:00,tko_doctors_stoppage,3,lightweight(146-155),25.95,26.930000000000003,0,-33.33,-2,-1
2020-06-20,UFC Fight Night - Blaydes vs. Volkov,"Murphy, Lauren",MUR,female,away,sr:competitor:244066,0:00,0,45.57,72,158,0,66.67,2,3,51.69,92,178,"Modafferi, Roxanne",MOD,female,home,sr:competitor:542109,0:00,0,25.29,44,174,0,0.0,0,1,34.47,71,206,3,5:00,decision_unanimous,3,flyweight(116-125),20.28,17.22,0,66.67,2,0
2020-06-20,UFC Fight Night - Blaydes vs. Volkov,"Jaynes, Justin",JAY,male,home,sr:competitor:723639,0:00,1,53.33,16,30,0,0.0,0,0,53.33,16,30,"Camacho, Frank",CAM,male,away,sr:competitor:343992,0:00,0,26.67,4,15,0,0.0,0,0,26.67,4,15,1,0:41,ko_tko,3,lightweight(146-155),26.659999999999997,26.659999999999997,1,0.0,0,0
2020-06-20,UFC Fight Night - Blaydes vs. Volkov,"Robertson, Gillian",ROB,female,away,sr:competitor:441630,0:00,0,42.0,21,50,1,75.0,3,4,56.94,41,72,"Casey, Cortney",CAS,female,home,sr:competitor:269751,0:00,0,40.0,22,55,0,0.0,0,0,73.86,113,153,3,4:36,submission,3,flyweight(116-125),2.0,-16.92,0,75.0,3,1
2020-06-20,UFC Fight Night - Blaydes vs. Volkov,"Barriault, Marc Andre",BAR,male,home,sr:competitor:563258,0:00,1,54.01,74,137,0,100.0,1,1,54.01,74,137,"Piechota, Oskar",PIE,male,away,sr:competitor:542127,0:00,0,44.05,37,84,0,0.0,0,1,44.71,38,85,2,4:50,ko_tko,3,middleweight(171-185),9.96,9.299999999999997,1,100.0,1,0
2020-06-20,UFC Fight Night - Blaydes vs. Volkov,"Pennington, Tecia",PEN,female,home,sr:competitor:237732,0:00,0,46.25,74,160,0,0.0,0,3,55.78,111,199,"van Buren, Brianna",VAN,female,away,sr:competitor:575313,0:00,0,50.0,34,68,0,28.57,2,7,52.11,37,71,3,5:00,decision_unanimous,3,strawweight(106-115),-3.75,3.6700000000000017,0,-28.57,-2,0
